PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12
S_Quechua-1	0.124518910541382	0.0675038768701565	0.127781230214872	-0.159177517396889	0.00506485730389819	-2.04673542408699e-05	-0.0251600154376716	0.00197512113646764	-0.00187020120070735	-0.000426139830578287	0.0151101144834656	0.00150225963969693
S_Mongola-1	0.107798854850014	0.0916732207710237	0.0168837527432446	0.0799974669681265	-0.0265903671246207	-0.00948431809370549	0.00140496676133399	-0.00994335071103172	-0.00640732801640054	-0.0124846235451087	0.0247354675439044	0.00212727511072022
S_Mongola-2	0.107041967086712	0.0906094031043079	0.0160997328915975	0.0831792506126535	-0.0282582739975882	-0.01123237512464	0.0108093970822241	-0.0132334979474996	-0.00594456470146993	-0.00543203683827496	0.0362835293866034	0.00418332933447167
S_Tubalar-2	0.0713916189187897	0.00431864520634683	0.0251692343048354	0.0308177259896523	-0.0217708162092359	0.000818455679679935	0.060834916087966	-0.00576713775659922	-0.00856631499561597	-0.0145489417297246	0.0308398576844794	0.0195839089057403
S_Yakut-1	0.100791632686216	0.0745554970893012	0.0242876202672079	0.0584902160222016	-0.0312649658074784	-0.0105746743924678	0.0739522258816577	-0.043556725866281	-0.00566380186804412	-0.00116162600736692	0.075063812154463	0.00320481726472049
S_Altaian-1	0.0853435415788299	0.0385334141465971	0.0237979497507341	0.0531348030517621	-0.0261758491341298	-0.0096072858071635	0.0518249200603367	-0.0247238710123669	-0.00585989556666007	-0.00607360091966425	0.0540513605579687	0.0140389553906114
S_Tubalar-1	0.0729215460554003	0.00240166080528201	0.0234729678745317	0.0278513444167783	-0.0206131054917612	-0.00494850566793995	0.0597455525180981	-0.0105404198323538	-0.0104950033349651	-0.0118543056428698	0.0396186190201895	0.0163267918877678
S_Ulchi-2	0.11411763271198	0.0987896390133706	0.026547713067717	0.0627001382772853	-0.0336200274849607	-0.00946012421204995	0.0708999807990571	-0.046432042929457	-0.00627010875116524	0.00680987254057364	0.0524453638807933	0.00442198859473431
S_Ulchi-1	0.114351639007674	0.101467063360922	0.0293700370838101	0.0665782728393781	-0.0380060728898532	-0.0124629637177965	0.0705251016759102	-0.0438459195709802	-0.00136048279776946	0.00733221100171323	0.0547838108499782	0.00341383483582091
S_Aleut-1	0.0798007426128364	0.000857617686779999	0.0571447581791404	-0.0321261336580686	-0.0337246558027267	-0.00786812544877916	0.0829309716898914	-0.00965396607198872	0.00876980773627873	0.0129306111449986	-0.0876257268368033	-0.00847072882639278
S_Eskimo_Sireniki-1	0.119396371857983	0.0821071037053587	0.0692637182333804	-0.0255537093049827	-0.0332542081526436	-0.00891612795837345	0.131342342234037	-0.0712552081443915	0.0104197017935735	0.0383706990860652	-0.104841167536902	-0.0135916400016222
S_Even-3	0.109807680600729	0.0877417369720127	0.0312016416436739	0.0560729169318012	-0.0409309003300531	-0.0109916372216	0.088422924537922	-0.0485634566813556	-0.00704469126528628	0.000669285047105449	0.0807542185367148	0.00393596672169232
S_Even-2	0.110073733670899	0.0840876548400627	0.0300142874216118	0.0541794223764605	-0.0403454773310714	-0.0144728057061603	0.0992044797955258	-0.050773867759541	-0.00537223391967122	0.00397934711431977	0.0616425249259521	0.0024894105920853
S_Yakut-2	0.103379075209894	0.0721464176902003	0.0255040835807777	0.0573804209749561	-0.033092508918082	-0.0100837885655242	0.0762432268902359	-0.0457822285569558	-0.00354395156904879	-0.00792548701548576	0.0669937512220594	0.00155513109463039
S_Eskimo_Chaplin-1	0.121846282525717	0.0861588805249679	0.0725870018870619	-0.0273614984681909	-0.0346119451422118	-0.00958761381362563	0.135342183988867	-0.0729036216895647	0.0152371994843601	0.0427290313088272	-0.122381215136711	-0.0235775687388696
S_Tlingit-2	0.0708550824731588	-0.0278645030529689	0.0500732463299326	-0.0377438408781866	-0.0317100738397398	-0.0085989874073413	0.0855273916799482	-0.00859155889159748	0.0128796393002029	0.0218780962491253	-0.100976652971931	-0.00321764637359539
S_Tlingit-1	0.0441925483044034	-0.0779409157073531	0.036111886020433	-0.0230578086120233	-0.040452860155671	-0.00708932431066174	0.0629558849542141	0.0227613629781581	0.0111517390817644	0.0134724357539319	-0.0774173121250633	0.00577156215455487
S_Mansi-1	0.0687193572556879	-0.0150730615750039	0.0245485386636137	0.0120597137996534	-0.0338796148084548	-0.00700321259493376	0.0908474304277062	0.00212960352557827	-0.00194268426452714	-0.00429907385794282	0.038543744060115	0.0121294718538504
S_Aleut-2	0.0808841376982742	-0.00208825764254094	0.0567533969721129	-0.039145381073466	-0.0327649232154989	-0.00783097986646825	0.0811879242540994	-0.00761399090932937	0.0114215664773481	0.0217273718888695	-0.0994072088775508	-0.00778073520273386
S_Even-1	0.0964462702315159	0.05100567867364	0.0265831865414153	0.0461346295035431	-0.0440805675452352	-0.0140769166267062	0.0859726717804378	-0.0383247701971779	-0.000541081879384963	0.0101368450249536	0.0660666045770368	0.00462774377735616
S_Cambodian-1	0.0909975355135548	0.0859285492522605	-0.0102541023066815	0.0881344272527979	0.0118552650999861	0.00242271747677664	-0.054245119152448	0.0331245906138005	0.00623112965251227	0.0124064272464756	-0.0404621123006444	0.00122129661965699
S_Cambodian-2	0.0886420685030057	0.0790440811520407	-0.0107761977944853	0.0891374848978686	0.0117460206613337	0.00401133325508637	-0.0492112020577527	0.0350928739786042	0.00203380981827248	0.0111140774818902	-0.0345603227440632	-0.00122405687774083
S_Naxi-2	0.105908236923385	0.101299777831899	0.00424716482589765	0.0940929031497377	-0.0149400015805259	-0.00674666908728071	-0.0131116294435571	-0.00238920675374011	-0.0021695684556416	-0.00887762366203135	0.0305635327524164	-0.00405632811734924
S_Lahu-1	0.103592189524898	0.103744753562402	0.000253259288293881	0.099890119122028	-0.00971915453982893	-0.00682717423954144	-0.0447897735655032	0.0170994009672736	0.00274048298836139	0.00314580090450382	-0.017531567784022	-0.00117495214724649
S_Naxi-3	0.107628114027545	0.102507290250399	0.00853476663790139	0.0953901657075025	-0.0158320242225673	-0.00741600236084332	-0.0143700809543562	-0.00219754202705176	-0.00290551654738378	-0.00756068433801316	0.0366243093793057	-0.0028719877070363
S_Han-2	0.112556573830723	0.108991743671445	0.00510122895881753	0.104118000212695	-0.01411439742086	-0.00878124642182204	-0.0471775152137338	0.0228999792327509	-0.000682567949191253	-0.00966765837006522	-0.0166295127038518	-0.00148946134297522
S_Miao-1	0.110640717670042	0.108610543128965	0.00791432473625177	0.100904140239359	-0.0187333683370417	-0.0106585879876666	-0.0411494112707588	0.0125970144225603	-0.0031169020701502	-0.0106758056408709	-0.00364983279191441	-0.0025223604323227
S_Dai-3	0.106819260373953	0.105780733487481	0.000517773403574649	0.103694908649776	-0.00949595952481137	-0.00611546713037145	-0.0580057099220691	0.0261738930729421	-0.00236063114671176	-0.0117322428986458	-0.0431166838149768	0.00014366641205971
S_Han-1	0.114226218340685	0.105047535749574	0.0107796899609134	0.0952659419154654	-0.0239189362453613	-0.00742537807538501	-0.0228385313917954	-0.000149313133176464	-0.00682694372598345	-0.0135657123162641	0.0231678128506581	-4.49187175660275e-05
S_Miao-2	0.112112431302456	0.107888311603085	0.00405102154075313	0.0984958483879093	-0.0197910020402989	-0.0102553696489911	-0.0439672540909712	0.00936784578638584	-0.000895673389241793	-0.00800612119692686	-0.00368620461720194	-0.00730653908930765
S_Tu-2	0.101425103193549	0.0927682605344409	0.0124986075891184	0.0862564134080401	-0.0166536538039848	-0.00633945340684543	-0.0048455033592169	0.000365215989006496	-0.00630270790325309	-0.0128348359975018	0.0344805602256231	0.00566631369751301
S_Oroqen-1	0.11437520912568	0.0991832070016295	0.026468692434516	0.0702424294821965	-0.0401549609961794	-0.0113783863206607	0.075061860679112	-0.0446174325468236	-0.00792474347890823	-0.00468018005662737	0.0721811002393093	0.00733849429885497
S_Daur-2	0.108115035776773	0.0939924641985937	0.0160642123657551	0.0799457765445364	-0.0310736922721675	-0.0138320727201175	0.0267204526163676	-0.0241904145122331	-0.00458072743275401	-0.00437531339152663	0.0374300512002131	0.00224872754968735
S_Oroqen-2	0.114774710722455	0.0942878597824297	0.0284078801113559	0.0642781132855572	-0.0394269409739905	-0.0135077337972906	0.0812970030536952	-0.0488115037647528	-0.00289832843375119	0.00382392193284684	0.0564047580659339	0.00387929819255983
S_Tujia-2	0.111055491640623	0.107540349144663	0.00656249528997151	0.102129034377079	-0.0214478539977423	-0.0115728228824121	-0.0384041966683272	0.0100959481554039	-0.00997842210054675	-0.0154040644399818	-0.00444622189558688	-0.00161679092290847
S_Hezhen-1	0.111336159069786	0.0997877510407393	0.0235781688807255	0.0723592226805297	-0.0335994868448753	-0.0129720084243171	0.0496087392161293	-0.0416442501977387	-0.00563817895053324	-0.00226044160898835	0.0533466357696	0.00310585433669983
S_Hezhen-2	0.111925806873757	0.09936337207717	0.018829167145294	0.0796338200530032	-0.0315307770477871	-0.0129202500517527	0.0283304997082867	-0.0282494411041573	-0.00759450830165709	-0.00122677852434151	0.0469135566319118	0.00494747734682283
S_Uygur-1	0.0580027122570524	-0.0149017195957426	0.00961405608708553	0.03863084089879	-0.00227656038638748	0.00119492963112552	0.0180807887207584	-0.00288912241074409	-0.00449106013907203	-0.0179855905327507	0.0314211955294589	0.0115613286518546
S_Xibo-1	0.105656356041416	0.0904692383945788	0.0161107728940198	0.0822226645113002	-0.0259134253994127	-0.0089522966796119	0.0117617710672038	-0.0196560068109893	-0.0083563879216897	-0.00837348454435586	0.0382347900591885	0.00531481559178431
S_Yi-1	0.107840712560615	0.104050625473412	0.00697681822152389	0.0935302048997687	-0.018157395770713	-0.00788564508249262	-0.0189315605433455	0.00358561149976016	-0.00373794884107607	-0.0102396075224354	0.0244278247674228	-0.00321391379355158
S_Yi-2	0.108934479152372	0.104763756511266	0.00570326571440227	0.0919110530500037	-0.0141654327107434	-0.00640686926172867	-0.0160211801555198	-0.00419235291688159	-0.00239071880913471	-0.00514474108254206	0.0244330617621724	-0.000604410328398984
S_Tujia-1	0.111744599423303	0.110022023972001	0.00636092223576393	0.0997330232638636	-0.0195433164019121	-0.0114261305620736	-0.0369631803090543	0.00957317035500263	-0.00133453526313056	-0.0129277933979013	-0.00841520437035886	-0.00448365138978683
S_Dai-2	0.105952231675245	0.108122141195429	0.00357600782777945	0.100784335421662	-0.00850698462055879	-0.00569453886321368	-0.0608399889490685	0.0252593617577512	0.00295412294276665	-0.00746843548663675	-0.046602357462533	-0.000593861008116497
S_Uygur-2	0.0511978048483865	-0.0270367567172882	0.0106721571532363	0.0354776509808333	-0.0013895031772929	0.00178022603061124	0.0113114148475573	-0.00960031032946546	-0.0101047437799005	-0.018467392976025	0.0163661131173047	0.0244277638465684
S_Xibo-2	0.110326271959451	0.0992848419293276	0.0169187853078139	0.0847810347511853	-0.0256900674182003	-0.0127461190943426	0.0105735966772501	-0.0186438556557301	-0.00655495181183131	-0.00640975686360833	0.0319451336322731	0.00251073237278185
